,0
3,0.029058721503538703
4,0.023190032768268296
5,0.027521885283836645
6,0.03295694458965979
7,0.03604668331509812
8,0.032873012856466204
9,0.038821943020689115
10,0.03907399535959049
11,0.041320408316772694
12,0.04355402995674709
13,0.042866363009525496
14,0.041594876712221444
15,0.04624612095277679
16,0.04707321878451263
17,0.046434836888350525
18,0.05017982975556041
19,0.04573359748596993
20,0.042722605470105646
